user_id,city,device_type,kyc_level,account_age_months,account_age_band,active_days_per_month,transactions_per_day,monthly_transaction_count,avg_transaction_amount,max_transaction_amount,total_monthly_spend,merchant_txn_ratio,peer_txn_ratio,merchant_count_month,peer_count_month,failed_transactions,failed_txn_ratio,refund_requests,refund_ratio,night_txn_ratio,weekend_txn_ratio,session_count,app_open_frequency,avg_session_duration_min,avg_gap_between_txn_hours,spend_volatility,avg_balance_before_txn,cashback_usage_ratio,suspicious_activity_score
UPI04496,Delhi,Android,Minimum,10,6-12m,8,2.07,28,527.14,1670.52,12771.5,0.488,0.582,2,20,1,0.0478,0,0.0089,0.142,0.435,15,23,3.48,22.67,0.234,2982.77,0.34,20.53
UPI04497,Bengaluru,Android,Full,28,2y+,14,2.25,24,2358.45,7852.52,52093.13,0.683,0.357,16,7,4,0.1812,0,0.0026,0.111,0.285,30,51,5.6,30.49,0.347,10640.58,0.382,39.9
UPI04498,Bengaluru,Android,Full,32,2y+,17,11.34,179,1587.64,6848.25,275966.41,0.601,0.422,93,87,5,0.0433,8,0.0476,0.71,0.468,62,119,9.11,4.47,0.75,93274.16,0.311,52.09
UPI04499,Ahmedabad,Android,Minimum,9,6-12m,17,3.69,48,972.28,2991.1,48938.91,0.909,0.116,38,13,2,0.0455,4,0.086,0.063,0.227,46,73,4.67,15.93,0.441,11920.72,0.372,26.26
UPI04500,Pune,Android,Full,14,1-2y,18,12.98,226,1400.57,4300.97,265118.11,0.439,0.455,72,157,14,0.077,1,0.0087,0.313,0.488,86,233,6.17,2.77,0.585,44160.67,0.33,52.89
UPI04501,Hyderabad,Android,Minimum,15,1-2y,21,4.3,55,197.1,661.0,10024.4,0.53,0.426,20,29,5,0.0912,0,0.0023,0.103,0.367,86,156,5.4,16.49,0.394,8553.36,0.289,31.13
UPI04502,Mumbai,iOS,Full,25,2y+,15,2.86,27,3448.06,10324.43,108282.88,0.611,0.368,12,13,3,0.1139,0,0.0042,0.078,0.356,31,55,3.64,28.12,0.443,50729.51,0.285,25.83
UPI04503,Mumbai,Android,Full,16,1-2y,21,6.69,131,942.59,2449.63,118440.4,0.809,0.199,100,31,5,0.0445,2,0.0237,0.181,0.286,42,68,7.22,6.81,0.292,15894.13,0.392,31.39
UPI04504,Delhi,iOS,Full,17,1-2y,28,2.66,80,3640.13,6759.25,266201.68,0.78,0.196,63,16,4,0.0567,1,0.0179,0.152,0.218,44,78,5.73,9.14,0.362,46491.06,0.36,26.37
UPI04505,Mumbai,Android,Full,18,1-2y,1,1.6,1,98.12,191.87,112.0,0.641,0.39,1,0,3,0.35,1,0.2,0.137,0.518,6,8,2.89,250,0.245,969.69,0.378,91.78
UPI04506,Chennai,Android,Full,11,6-12m,5,0.31,9,387.85,1142.84,3331.68,0.534,0.396,0,7,0,0.0039,0,0.0074,0.07,0.365,16,16,2.13,76.87,0.329,2561.75,0.305,8.35
UPI04507,Pune,iOS,Full,23,1-2y,12,4.27,58,40,142.93,2448.95,0.235,0.684,7,44,15,0.2736,10,0.1799,0.489,0.628,51,141,12.98,14.69,0.672,2240.44,0.207,98.92
UPI04508,Mumbai,Android,Full,22,1-2y,6,0.79,7,509.8,1224.54,3807.28,0.393,0.592,0,3,0,0.0141,1,0.1451,0.026,0.222,8,10,2.96,100.41,0.359,307.96,0.194,34.23
UPI04509,Pune,iOS,Minimum,16,1-2y,21,2.75,35,3490.0,6376.39,122284.85,0.667,0.378,18,19,2,0.0581,1,0.0323,0.043,0.355,32,55,5.59,23.29,0.25,80866.99,0.325,19.03
UPI04510,Hyderabad,Android,Full,26,2y+,19,7.2,151,266.27,496.79,43335.65,0.641,0.322,86,68,5,0.0441,0,0.0003,0.052,0.258,64,92,5.44,2.42,0.196,13124.9,0.279,25.0
UPI04511,Ahmedabad,Android,Premium,7,6-12m,19,5.86,119,734.85,1123.75,101431.53,0.946,0.047,115,6,2,0.0297,2,0.0228,0.19,0.272,67,107,6.41,4.49,0.28,67444.29,0.495,22.2
UPI04512,Bengaluru,Android,Minimum,36,2y+,20,3.16,69,105.55,282.03,6385.72,0.923,0.092,45,24,6,0.0901,1,0.0202,0.073,0.382,52,80,6.83,16.76,0.338,3180.5,0.515,23.73
UPI04513,Hyderabad,iOS,Full,26,2y+,10,11.74,129,2666.26,8802.87,303545.85,0.585,0.335,63,62,9,0.0857,14,0.1122,0.436,0.475,42,94,12.49,1.61,0.643,215639.61,0.319,57.32
UPI04514,Pune,Android,Full,14,1-2y,7,5.56,43,2174.63,7834.54,109104.66,0.251,0.697,9,32,3,0.0774,12,0.2,0.592,0.61,15,21,6.29,20.45,0.653,55585.33,0.215,77.43
UPI04515,Mumbai,Android,Full,21,1-2y,17,2.67,49,890.75,2471.38,43404.31,0.896,0.12,34,15,7,0.1436,0,0.0064,0.157,0.258,42,51,5.04,10.72,0.356,28981.43,0.482,51.41
UPI04516,Ahmedabad,Android,Full,10,6-12m,23,9.84,209,542.38,1896.16,120309.75,0.451,0.601,62,149,15,0.0849,8,0.0384,0.301,0.456,82,230,6.92,0.2,0.847,88952.44,0.383,59.04
UPI04517,Delhi,Android,Full,13,1-2y,24,8.4,217,1162.25,3537.4,213553.03,0.811,0.162,155,57,5,0.0301,1,0.0092,0.181,0.322,82,157,8.59,3.13,0.504,136750.11,0.349,26.94
UPI04518,Chennai,Android,Minimum,16,1-2y,2,0.05,3,474.28,1402.4,1419.15,0.509,0.533,3,1,1,0.3361,0,0.0024,0.099,0.194,2,3,6.27,236.79,0.471,50,0.247,81.25
UPI04519,Hyderabad,iOS,Premium,20,1-2y,19,15.99,307,1196.73,4148.55,406235.36,0.279,0.674,67,237,30,0.109,15,0.0576,0.676,0.37,64,147,7.16,2.19,0.661,217665.33,0.242,83.87
UPI04520,Delhi,Android,Full,24,1-2y,21,8.67,195,158.36,344.67,35454.26,0.588,0.442,70,130,2,0.0161,0,0.0013,0.167,0.398,48,63,7.45,0.67,0.345,8102.09,0.317,20.77
UPI04521,Bengaluru,iOS,Minimum,17,1-2y,20,3.86,78,209.57,479.33,15687.12,0.566,0.443,36,43,11,0.1524,2,0.0269,0.174,0.282,59,141,4.99,9.24,0.269,10779.8,0.291,45.44
UPI04522,Mumbai,Android,Full,13,1-2y,15,2.17,38,2315.05,6697.75,93129.7,0.717,0.28,15,17,1,0.0318,4,0.1072,0.083,0.248,43,79,3.56,22.77,0.354,29748.15,0.372,28.93
UPI04523,Mumbai,Android,Full,7,6-12m,8,7.52,67,1994.21,5798.78,121958.08,0.552,0.525,25,44,19,0.3012,16,0.2,0.752,0.457,29,54,6.26,8.84,0.702,56236.73,0.331,98.88
UPI04524,Hyderabad,Android,Minimum,11,6-12m,6,0.62,3,782.16,2040.61,2302.38,0.553,0.447,2,0,2,0.35,2,0.2,0.039,0.508,14,21,3.6,243.48,0.225,929.84,0.409,96.99
UPI04525,Mumbai,iOS,Minimum,20,1-2y,15,3.09,50,1599.75,4678.9,83037.84,0.796,0.189,26,23,3,0.0728,5,0.1011,0.149,0.266,33,67,6.21,12.98,0.343,35309.46,0.345,35.93
UPI04526,Hyderabad,Android,Full,5,0-6m,8,0.2,7,584.89,1253.21,4324.75,0.507,0.459,0,7,2,0.2891,0,0.0024,0.039,0.3,10,11,3.94,108.34,0.23,1143.35,0.37,64.83
UPI04527,Pune,Android,Minimum,6,0-6m,18,7.33,168,1031.09,3528.54,194386.41,0.405,0.543,55,109,25,0.1721,10,0.0691,0.695,0.385,55,112,12.41,1.97,0.796,106003.67,0.324,77.15
UPI04528,Mumbai,iOS,Full,14,1-2y,23,7.77,157,200.77,439.59,35151.86,0.717,0.303,91,62,11,0.0726,1,0.0095,0.197,0.301,79,110,6.73,0.75,0.214,17280.66,0.321,31.88
UPI04529,Chennai,Android,Full,10,6-12m,21,3.93,57,779.93,1922.54,41106.05,0.683,0.344,28,34,5,0.0986,2,0.0448,0.169,0.314,41,46,3.89,17.74,0.232,21016.74,0.377,36.74
UPI04530,Delhi,iOS,Minimum,28,2y+,22,2.36,73,3601.61,10488.48,269479.15,0.743,0.228,37,38,2,0.0415,1,0.0149,0.077,0.228,29,33,5.89,9.19,0.346,80391.64,0.359,16.71
UPI04531,Delhi,Android,Minimum,12,6-12m,4,0.28,1,531.02,1529.38,545.61,0.541,0.412,1,0,0,0.0088,2,0.2,0.037,0.247,5,6,3.37,250,0.413,50,0.362,41.45
UPI04532,Delhi,Android,Full,3,0-6m,28,7.42,211,168.35,558.95,37304.98,0.709,0.307,95,111,5,0.0351,3,0.0151,0.157,0.293,80,154,1.18,4.28,0.218,6754.1,0.365,34.49
UPI04533,Mumbai,iOS,Full,16,1-2y,24,8.61,151,794.3,2098.26,126421.31,0.854,0.174,95,51,4,0.0296,3,0.0216,0.144,0.411,41,79,4.04,7.1,0.371,32923.55,0.414,29.29
UPI04534,Hyderabad,Android,Minimum,1,0-6m,25,5.29,135,169.73,406.61,20239.95,0.545,0.446,52,85,3,0.0236,3,0.0234,0.074,0.344,52,63,5.65,4.29,0.434,13860.71,0.322,28.54
UPI04535,Pune,iOS,Minimum,25,2y+,18,2.27,16,774.42,2504.83,10455.73,0.649,0.318,3,14,1,0.0734,0,0.006,0.039,0.273,46,64,4.65,42.51,0.463,7626.21,0.348,25.5
UPI04536,Hyderabad,Android,Minimum,32,2y+,24,5.6,109,202.25,660.07,21966.55,0.694,0.305,65,45,10,0.1022,2,0.0222,0.119,0.273,61,127,7.66,4.74,0.499,14184.59,0.429,30.75
UPI04537,Mumbai,Android,Full,13,1-2y,22,2.99,49,831.72,2029.84,34091.68,0.921,0.09,46,1,0,0.0059,0,0.0082,0.131,0.276,65,132,7.85,9.43,0.237,8058.68,0.388,1.62
UPI04538,Pune,Android,Minimum,12,6-12m,2,0.5,1,1336.43,4205.6,1159.05,0.201,0.85,0,0,30,0.35,20,0.2,0.468,0.503,13,36,7.22,250,0.629,50,0.22,98.58
UPI04539,Kolkata,iOS,Premium,15,1-2y,19,5.85,112,286.65,638.89,36474.36,0.584,0.374,36,73,4,0.0387,1,0.0161,0.166,0.229,50,80,5.03,6.44,0.417,22075.07,0.326,27.78
UPI04540,Delhi,iOS,Full,16,1-2y,9,2.76,32,531.19,1081.11,17526.47,0.602,0.4,21,14,3,0.103,0,0.0059,0.064,0.327,9,11,4.24,24.67,0.091,12736.76,0.36,31.06
UPI04541,Chennai,Android,Minimum,26,2y+,2,0.91,3,20,59.99,100,0.622,0.434,0,3,0,0.0124,2,0.2,0.142,0.215,2,3,4.88,242.59,0.531,50,0.322,35.76
UPI04542,Delhi,Android,Premium,46,2y+,5,1.4,6,425.71,1000.03,2825.82,0.331,0.608,1,1,2,0.3406,1,0.1724,0.108,0.239,6,6,1.83,118.18,0.37,2631.82,0.258,95.47
UPI04543,Hyderabad,Android,Full,8,6-12m,22,11.1,224,479.48,1347.37,116139.86,0.397,0.538,69,151,11,0.0637,0,0.005,0.451,0.392,82,235,9.97,4.03,0.686,19283.94,0.281,40.02
UPI04544,Bengaluru,Android,Minimum,1,0-6m,21,9.83,225,158.24,303.2,30643.33,0.641,0.334,101,119,6,0.03,1,0.0132,0.197,0.384,55,95,5.08,5.6,0.147,8050.59,0.355,26.99
UPI04545,Pune,Android,Minimum,21,1-2y,18,4.78,81,652.49,2022.94,55386.59,0.619,0.34,23,59,3,0.0452,2,0.0345,0.048,0.214,48,82,6.06,9.05,0.438,6365.82,0.345,29.87
UPI04546,Chennai,Android,Full,6,0-6m,2,13.06,26,2020.61,6601.58,49369.34,0.609,0.4,9,17,20,0.35,0,0.0017,0.721,0.517,21,54,9.68,26.49,0.69,15763.81,0.366,100
UPI04547,Chennai,Android,Minimum,22,1-2y,13,3.51,50,997.57,2501.58,41189.81,0.887,0.141,33,12,3,0.0748,6,0.1247,0.129,0.428,23,41,5.67,9.8,0.466,3044.51,0.418,38.19
UPI04548,Delhi,Android,Full,26,2y+,24,2.24,70,5444.6,11719.09,439453.45,0.627,0.408,33,33,1,0.0268,1,0.0162,0.097,0.353,46,67,1.92,12.43,0.303,198393.4,0.309,18.32
UPI04549,Delhi,Android,Full,20,1-2y,21,2.94,39,3758.93,8264.82,138047.72,0.623,0.429,18,18,2,0.0584,0,0.0047,0.057,0.358,41,70,3.89,20.12,0.241,31947.11,0.407,25.75
UPI04550,Ahmedabad,Android,Premium,24,1-2y,7,4.33,31,1161.62,2589.19,32947.28,0.821,0.166,16,20,3,0.1004,1,0.04,0.113,0.343,20,30,6.36,15.72,0.202,10424.33,0.446,33.94
UPI04551,Mumbai,iOS,Premium,28,2y+,8,0.55,10,137.36,373.55,1217.5,0.431,0.583,8,0,3,0.3113,0,0.009,0.026,0.394,20,24,2.43,75.4,0.191,943.5,0.292,72.03
UPI04552,Delhi,Android,Premium,24,1-2y,21,4.98,102,406.08,1611.57,46477.32,0.856,0.164,71,30,2,0.0209,3,0.0341,0.19,0.371,60,121,3.36,4.12,0.622,6919.41,0.423,23.74
UPI04553,Delhi,iOS,Full,20,1-2y,21,2.84,63,3832.83,12740.99,274794.67,0.594,0.434,30,28,2,0.0394,1,0.0191,0.101,0.347,29,52,2.42,13.31,0.375,95534.96,0.302,15.51
UPI04554,Ahmedabad,Android,Full,9,6-12m,5,1.02,10,377.27,782.66,4403.45,0.402,0.622,9,0,1,0.1036,1,0.1094,0.065,0.419,3,4,1.21,72.76,0.201,570.07,0.289,33.21
UPI04555,Ahmedabad,Android,Full,23,1-2y,24,7.14,159,225.46,689.0,42074.29,0.586,0.378,82,75,6,0.0427,4,0.0336,0.121,0.276,55,103,6.78,6.26,0.507,24669.21,0.388,31.53
UPI04556,Chennai,iOS,Full,12,6-12m,14,3.54,57,2249.66,6678.04,151036.8,0.748,0.22,35,16,2,0.0357,2,0.0369,0.063,0.254,33,59,2.47,16.22,0.357,106490.41,0.379,15.6
UPI04557,Ahmedabad,iOS,Full,6,0-6m,23,5.73,135,94.27,225.85,10568.54,0.641,0.368,72,65,12,0.0914,0,0.0008,0.182,0.221,82,182,6.33,3.0,0.193,4787.25,0.36,38.04
UPI04558,Pune,Android,Full,35,2y+,27,5.5,123,600.14,1146.23,67127.29,0.711,0.323,69,47,3,0.0382,1,0.013,0.071,0.296,44,51,5.39,1.92,0.183,38789.08,0.392,15.1
UPI04559,Chennai,Android,Full,26,2y+,25,6.06,155,215.21,739.4,31618.64,0.709,0.3,77,80,6,0.0445,1,0.0131,0.081,0.277,72,112,7.74,4.2,0.29,12963.36,0.411,26.48
UPI04560,Mumbai,Android,Minimum,28,2y+,21,1.97,25,4495.72,10827.12,131640.14,0.587,0.396,7,15,1,0.0454,1,0.048,0.123,0.353,55,91,6.84,26.99,0.197,77955.71,0.378,22.68
UPI04561,Pune,iOS,Full,26,2y+,6,1.74,10,515.02,1727.68,4277.3,0.315,0.701,7,0,2,0.2005,0,0.0075,0.122,0.292,14,24,3.42,71.99,0.659,3558.04,0.199,52.78
UPI04562,Chennai,Android,Full,23,1-2y,25,7.68,237,212.05,678.44,45254.98,0.638,0.406,127,111,8,0.0456,0,0.0001,0.214,0.315,95,225,6.36,2.87,0.46,10431.47,0.375,30.64
UPI04563,Delhi,Android,Full,24,1-2y,21,6.69,152,128.33,353.67,19532.92,0.638,0.354,78,75,12,0.0833,1,0.0096,0.188,0.369,45,63,8.18,7.85,0.267,5778.15,0.425,37.26
UPI04564,Bengaluru,iOS,Full,24,1-2y,25,8.2,203,95.7,288.84,22168.83,0.555,0.461,82,122,5,0.0352,1,0.0064,0.136,0.258,63,142,4.42,4.54,0.393,6973.27,0.283,29.92
UPI04565,Chennai,Android,Minimum,18,1-2y,21,1.75,30,566.95,1711.88,16975.78,0.883,0.12,22,9,6,0.2029,0,0.0003,0.085,0.239,53,94,7.3,22.94,0.536,6600.77,0.474,44.54
UPI04566,Delhi,Android,Minimum,9,6-12m,13,3.83,32,607.41,1744.9,21349.74,0.534,0.482,6,28,1,0.0357,0,0.0017,0.117,0.278,29,46,4.62,18.68,0.582,10352.72,0.363,22.08
UPI04567,Delhi,Android,Full,6,0-6m,18,11.31,208,2215.12,7727.25,450913.11,0.36,0.706,59,152,17,0.098,9,0.0498,0.38,0.674,73,188,4.93,5.18,0.753,299568.87,0.355,58.09
UPI04568,Ahmedabad,Android,Premium,1,0-6m,23,8.03,203,158.59,545.42,35215.71,0.503,0.529,100,99,9,0.0507,1,0.0105,0.166,0.351,73,114,6.63,6.94,0.536,9887.23,0.33,42.23
UPI04569,Kolkata,Android,Minimum,21,1-2y,28,8.38,269,91.08,241.68,24607.05,0.57,0.408,87,186,2,0.0212,1,0.0114,0.088,0.305,73,97,6.68,0.2,0.322,8809.99,0.385,20.44
UPI04570,Mumbai,Android,Premium,30,2y+,18,4.57,95,2180.62,8782.42,236044.71,0.61,0.38,48,46,0,0.0084,0,0.0034,0.146,0.311,48,53,2.91,10.05,0.508,23551.42,0.357,9.14
UPI04571,Kolkata,Android,Full,26,2y+,20,2.12,51,5088.44,12593.55,245230.72,0.564,0.423,19,36,4,0.0874,1,0.0293,0.156,0.322,37,65,2.63,16.75,0.375,43073.22,0.327,30.41
UPI04572,Pune,Android,Full,13,1-2y,11,5.87,55,524.39,1749.36,32499.48,0.551,0.381,16,36,17,0.3143,5,0.096,0.312,0.493,20,34,12.36,14.72,0.727,15225.39,0.403,85.75
UPI04573,Delhi,Android,Minimum,12,6-12m,14,8.84,110,1448.0,5525.88,136817.45,0.609,0.417,60,53,7,0.0785,0,0.0089,0.44,0.665,43,108,10.25,6.52,0.74,79335.16,0.456,50.11
UPI04574,Kolkata,Android,Minimum,7,6-12m,3,2.55,10,1115.97,4322.89,11979.76,0.589,0.411,0,10,17,0.35,0,0.001,0.77,0.352,10,27,13.24,74.57,0.775,6359.23,0.297,86.92
UPI04575,Chennai,Android,Full,12,6-12m,4,1.35,8,955.72,1734.0,7124.0,0.608,0.431,0,8,1,0.1388,2,0.2,0.051,0.465,7,7,1.0,91.76,0.395,4234.12,0.307,63.81
UPI04576,Delhi,Android,Full,8,6-12m,14,3.69,67,517.39,686.3,40609.82,0.785,0.202,39,31,2,0.0332,4,0.061,0.123,0.31,40,72,8.4,15.74,0.358,12820.28,0.424,37.0
UPI04577,Kolkata,Android,Minimum,20,1-2y,1,0.8,1,77.1,213.39,100,0.527,0.443,0,1,2,0.35,0,0.0057,0.049,0.309,6,7,5.63,250,0.526,1658.75,0.297,78.1
UPI04578,Mumbai,Android,Full,12,6-12m,29,7.7,257,168.15,447.99,41141.18,0.572,0.406,154,106,4,0.0196,1,0.0111,0.109,0.373,75,166,4.53,7.56,0.434,24045.05,0.415,26.8
UPI04579,Bengaluru,Android,Full,12,6-12m,19,1.82,38,573.51,1601.09,19423.0,0.866,0.137,27,10,4,0.1181,2,0.0532,0.172,0.301,52,72,5.87,25.34,0.363,13403.25,0.453,40.69
UPI04580,Hyderabad,Android,Premium,27,2y+,24,3.7,108,4795.15,19161.8,491055.65,0.61,0.378,36,72,4,0.0459,0,0.0069,0.16,0.269,42,58,4.17,13.03,0.537,99859.51,0.297,25.4
UPI04581,Delhi,iOS,Full,6,0-6m,5,0.88,6,53.11,141.74,285.17,0.357,0.58,0,6,0,0.0068,0,0.0014,0.06,0.186,13,23,5.52,124.62,0.368,1226.47,0.293,12.04
UPI04582,Bengaluru,Android,Full,10,6-12m,23,4.97,119,869.79,2997.69,87460.7,0.47,0.507,46,73,5,0.0566,1,0.0137,0.045,0.265,54,85,5.97,5.98,0.595,39056.21,0.348,31.31
UPI04583,Ahmedabad,iOS,Full,13,1-2y,22,4.09,95,289.3,946.23,22791.36,0.665,0.305,52,43,9,0.1033,0,0.0001,0.217,0.374,71,157,6.46,5.05,0.458,9908.22,0.424,47.45
UPI04584,Hyderabad,Android,Minimum,17,1-2y,31,3.55,110,905.79,1981.86,102818.26,0.905,0.101,85,27,5,0.0544,4,0.0399,0.127,0.347,79,156,2.01,3.99,0.05,48858.87,0.392,33.77
UPI04585,Hyderabad,iOS,Full,26,2y+,12,4.19,62,3561.5,8748.93,238893.71,0.673,0.343,33,29,4,0.074,1,0.0177,0.047,0.336,29,32,5.27,12.2,0.337,66534.68,0.441,29.26
UPI04586,Kolkata,Android,Premium,1,0-6m,19,3.22,102,3087.86,10251.46,338632.25,0.677,0.371,54,48,4,0.0505,0,0.0087,0.145,0.219,54,74,4.63,10.38,0.409,53986.99,0.412,32.01
UPI04587,Ahmedabad,Android,Minimum,24,1-2y,30,6.05,208,470.61,716.53,82948.46,0.509,0.451,71,134,0,0.0147,2,0.0121,0.143,0.306,78,125,6.12,4.75,0.307,55070.93,0.307,25.66
UPI04588,Kolkata,Android,Premium,36,2y+,27,6.42,204,256.03,528.58,44633.03,0.687,0.362,118,89,4,0.0276,2,0.0125,0.129,0.233,107,211,8.45,3.84,0.171,25169.17,0.378,23.69
UPI04589,Ahmedabad,Android,Minimum,8,6-12m,24,7.63,221,180.23,425.27,36064.7,0.502,0.458,97,122,5,0.0282,4,0.0276,0.169,0.353,82,157,6.66,0.2,0.373,20073.08,0.321,22.11
UPI04590,Pune,Android,Premium,7,6-12m,6,0.73,1,438.09,1098.13,380.86,0.587,0.419,1,0,1,0.35,0,0.0088,0.044,0.395,2,3,4.15,250,0.287,449.66,0.319,73.76
UPI04591,Ahmedabad,Android,Full,17,1-2y,19,6.28,129,731.08,2066.51,94565.12,0.513,0.511,49,79,1,0.0203,0,0.0012,0.065,0.359,42,71,7.47,0.22,0.24,17737.39,0.376,23.98
UPI04592,Hyderabad,Android,Full,9,6-12m,25,8.86,227,158.47,345.13,31459.67,0.481,0.564,90,133,6,0.0388,0,0.006,0.217,0.307,59,101,6.06,1.65,0.411,19677.16,0.226,37.16
UPI04593,Bengaluru,Android,Minimum,26,2y+,8,0.43,1,457.9,765.18,494.61,0.632,0.298,1,0,1,0.35,3,0.2,0.052,0.191,11,17,4.23,250,0.193,2547.76,0.351,88.63
UPI04594,Kolkata,Android,Full,7,6-12m,21,7.51,201,160.71,362.47,33170.68,0.649,0.312,112,92,0,0.0034,2,0.0102,0.09,0.35,65,140,7.92,5.46,0.183,8875.39,0.383,18.94
UPI04595,Bengaluru,Android,Full,10,6-12m,24,8.5,192,105.76,263.69,23854.19,0.712,0.312,78,116,7,0.0505,0,0.0017,0.125,0.341,59,123,2.96,1.38,0.314,6147.38,0.424,32.92
UPI04596,Chennai,Android,Minimum,19,1-2y,13,13.4,152,1170.3,3383.15,173104.69,0.374,0.733,30,118,23,0.1634,12,0.0844,0.627,0.346,51,89,8.23,0.2,0.61,57563.12,0.328,94.64
UPI04597,Bengaluru,Android,Minimum,20,1-2y,23,4.4,85,33.86,85.36,3227.59,0.542,0.497,39,47,1,0.0141,0,0.0073,0.142,0.351,70,113,4.87,11.47,0.232,884.77,0.382,26.0
UPI04598,Ahmedabad,Android,Full,23,1-2y,18,3.3,56,1829.75,5174.89,120573.16,0.64,0.373,40,16,2,0.0496,0,0.0011,0.179,0.311,29,34,2.96,10.11,0.367,65913.21,0.421,19.57
UPI04599,Bengaluru,Android,Full,34,2y+,24,5.36,135,168.74,489.27,26663.51,0.646,0.352,79,60,7,0.0651,2,0.0228,0.143,0.327,63,104,5.71,3.5,0.323,17352.83,0.382,25.35
UPI04600,Pune,Android,Full,21,1-2y,31,5.6,182,140.09,329.82,23256.36,0.564,0.391,81,102,5,0.039,0,0.0061,0.165,0.221,98,154,7.31,1.45,0.305,2313.22,0.358,24.79
UPI04601,Hyderabad,Android,Premium,8,6-12m,8,4.19,32,783.9,2156.1,29187.28,0.564,0.423,14,15,2,0.0635,3,0.1002,0.116,0.242,11,17,4.73,25.76,0.149,2076.79,0.279,29.18
UPI04602,Ahmedabad,Android,Full,21,1-2y,7,1.28,13,514.33,1715.78,7103.19,0.329,0.607,0,12,2,0.1558,0,0.0062,0.077,0.194,14,21,3.07,55.51,0.426,1204.45,0.178,45.42
UPI04603,Mumbai,Android,Minimum,21,1-2y,5,6.33,29,302.89,1036.63,9436.25,0.233,0.668,1,29,16,0.35,1,0.0419,0.307,0.681,12,30,5.88,23.66,0.668,1149.33,0.235,98.78
UPI04604,Delhi,Android,Minimum,19,1-2y,7,1.31,10,324.82,853.45,2675.46,0.341,0.665,0,10,0,0.0087,0,0.0001,0.091,0.211,13,14,3.17,73.07,0.159,1654.01,0.244,12.8
UPI04605,Chennai,Android,Minimum,15,1-2y,14,1.93,22,40,89.8,960.23,0.538,0.501,17,4,5,0.2412,0,0.0085,0.044,0.202,24,29,4.53,23.13,0.252,131.35,0.279,59.05
UPI04606,Kolkata,Android,Full,21,1-2y,25,9.51,258,147.34,461.89,43080.52,0.626,0.422,123,137,4,0.0174,3,0.0178,0.103,0.285,93,133,5.62,2.32,0.384,7274.64,0.296,25.66
UPI04607,Ahmedabad,Android,Full,28,2y+,6,0.85,18,274.84,939.97,4445.18,0.336,0.741,3,13,4,0.2326,1,0.0594,0.119,0.372,7,8,3.82,43.17,0.371,797.96,0.303,52.9
UPI04608,Kolkata,iOS,Minimum,11,6-12m,23,6.54,146,1193.75,2955.58,167641.81,0.842,0.178,80,66,1,0.0076,3,0.0227,0.061,0.295,47,90,5.89,2.56,0.283,103601.99,0.464,6.56
UPI04609,Pune,Android,Full,31,2y+,15,6.31,76,148.72,325.26,12492.97,0.498,0.55,27,46,1,0.0279,0,0.0001,0.055,0.289,44,86,4.2,12.45,0.202,1812.12,0.242,22.72
UPI04610,Kolkata,Android,Minimum,25,2y+,20,3.56,81,581.68,1476.14,50869.89,0.9,0.106,72,11,4,0.0642,2,0.03,0.15,0.44,45,63,3.82,13.85,0.294,23182.63,0.395,23.31
UPI04611,Kolkata,Android,Full,35,2y+,8,1.89,18,197.48,709.76,3482.67,0.521,0.553,9,6,2,0.1219,0,0.0082,0.131,0.296,13,19,4.11,36.88,0.488,2466.86,0.379,40.15
UPI04612,Delhi,Android,Full,58,2y+,7,0.85,3,252.29,687.21,879.55,0.56,0.516,3,0,2,0.35,0,0.0039,0.053,0.498,11,16,3.92,241.98,0.389,1251.25,0.432,75.4
UPI04613,Mumbai,iOS,Minimum,9,6-12m,22,4.72,107,586.36,1675.5,71404.03,0.898,0.076,73,35,2,0.0288,0,0.0095,0.048,0.387,54,104,5.86,9.3,0.285,49014.19,0.431,11.87
UPI04614,Delhi,Android,Full,21,1-2y,10,9.86,89,3512.77,9661.59,329797.21,0.493,0.619,29,63,9,0.1054,2,0.0278,0.356,0.506,47,137,3.44,6.23,0.441,94058.22,0.413,50.13
UPI04615,Pune,iOS,Minimum,5,0-6m,15,5.67,87,559.39,1566.08,48649.71,0.781,0.206,53,29,0,0.007,3,0.0445,0.069,0.341,43,85,5.2,7.72,0.281,34457.35,0.451,23.8
UPI04616,Delhi,Android,Full,34,2y+,24,5.19,115,278.4,720.66,30758.66,0.879,0.1,100,12,3,0.0346,0,0.0061,0.052,0.334,60,113,6.3,5.86,0.484,22227.09,0.415,14.25
UPI04617,Hyderabad,iOS,Full,33,2y+,19,4.23,52,816.48,2581.9,43194.82,0.668,0.362,35,18,4,0.0846,1,0.0262,0.058,0.353,58,81,8.82,15.54,0.513,9829.18,0.415,31.9
UPI04618,Delhi,iOS,Full,1,0-6m,23,5.37,128,263.89,730.5,37649.12,0.497,0.479,39,87,5,0.0473,1,0.0147,0.159,0.256,62,127,8.23,7.73,0.365,18082.7,0.248,27.66
UPI04619,Hyderabad,iOS,Full,15,1-2y,14,2.29,32,5218.61,14048.75,141026.03,0.781,0.191,31,0,0,0.0028,0,0.0061,0.105,0.228,30,34,4.1,14.59,0.227,83077.26,0.352,8.74
UPI04620,Pune,iOS,Full,23,1-2y,16,3.89,61,316.55,895.39,18943.97,0.604,0.39,22,39,3,0.0572,0,0.0025,0.088,0.323,36,52,3.87,20.01,0.428,3454.38,0.386,15.9
